Make,Height,Length,Width,Fuel Type,Classification,Driveline,Number_of_Forward_Gears,City_MPG,Highway_MPG,Horsepower,Torque
Chevrolet,212,108,135,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,212,108,135,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,212,108,135,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,212,108,135,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,212,108,135,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,212,108,135,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,212,108,135,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,212,108,135,Gasoline,Manual,Rear-wheel drive,6,16,26,430,424
Chevrolet,212,108,135,Gasoline,Automatic,Rear-wheel drive,6,15,25,430,424
Chevrolet,195,245,3,Gasoline,Manual,Front-wheel drive,6,25,36,138,123
Chevrolet,195,245,3,Gasoline,Automatic,Front-wheel drive,6,22,35,138,123
Chevrolet,195,245,3,Gasoline,Manual,Front-wheel drive,6,26,38,138,148
Chevrolet,195,245,3,Gasoline,Automatic,Front-wheel drive,6,26,38,138,148
Chevrolet,195,245,3,Gasoline,Manual,Front-wheel drive,6,28,42,138,148
Chevrolet,195,245,3,Gasoline,Automatic,Front-wheel drive,6,26,39,138,148
Chevrolet,195,245,3,Gasoline,Manual,Front-wheel drive,6,26,38,138,148
Chevrolet,195,245,3,Gasoline,Automatic,Front-wheel drive,6,26,38,138,148
Chevrolet,195,245,3,Gasoline,Automatic,Front-wheel drive,6,26,38,138,148
Chevrolet,148,162,49,E85,Automatic,Front-wheel drive,6,15,22,182,172
Chevrolet,148,162,49,Gasoline,Automatic,All-wheel drive,6,20,29,182,172
Chevrolet,224,162,49,E85,Automatic,Front-wheel drive,6,15,22,182,172
Chevrolet,224,162,49,Gasoline,Automatic,All-wheel drive,6,20,29,182,172
Chevrolet,224,162,49,Gasoline,Automatic,Front-wheel drive,6,17,24,264,222
Chevrolet,224,162,49,Gasoline,Automatic,Front-wheel drive,6,22,32,182,172
Chevrolet,224,162,49,Gasoline,Automatic,All-wheel drive,6,20,29,182,172
Chevrolet,224,162,49,E85,Automatic,Front-wheel drive,6,12,18,264,222
Chevrolet,224,162,49,E85,Automatic,All-wheel drive,6,12,17,264,222
Chevrolet,224,162,49,E85,Automatic,Front-wheel drive,6,15,22,182,172
Chevrolet,224,162,49,Gasoline,Automatic,All-wheel drive,6,20,29,182,172
Chevrolet,224,162,49,Gasoline,Automatic,Front-wheel drive,6,17,24,264,222
Chevrolet,224,162,49,E85,Automatic,All-wheel drive,6,12,17,264,222
Chevrolet,224,162,49,Gasoline,Automatic,All-wheel drive,6,16,23,264,222
Chevrolet,255,192,65,Gasoline,Automatic,All-wheel drive,4,15,21,260,265
Chevrolet,77,60,219,Gasoline,Automatic,Rear-wheel drive,4,15,20,195,260
Chevrolet,77,60,219,Gasoline,Automatic,Rear-wheel drive,4,13,18,310,334
Chevrolet,77,60,219,Gasoline,Automatic,All-wheel drive,4,13,17,310,334
Chevrolet,210,226,59,E85,Automatic,Front-wheel drive,6,13,22,300,262
Chevrolet,210,226,59,Gasoline,Automatic,Front-wheel drive,6,18,30,300,262
Chevrolet,210,226,59,Gasoline,Automatic,Front-wheel drive,6,18,30,300,262
Chevrolet,170,7,249,Gasoline,Automatic,Front-wheel drive,6,22,33,169,160
Chevrolet,170,7,249,Gasoline,Automatic,Front-wheel drive,6,22,33,169,160
Chevrolet,170,7,249,Gasoline,Automatic,Front-wheel drive,6,22,33,169,160
Chevrolet,170,7,249,Gasoline,Automatic,Front-wheel drive,6,17,26,252,251
Chevrolet,170,7,249,Gasoline,Automatic,Front-wheel drive,6,22,33,169,160
Chevrolet,170,7,249,Gasoline,Automatic,Front-wheel drive,6,17,26,252,251
Chevrolet,236,44,198,Gasoline,Manual,Front-wheel drive,5,26,35,138,125
Chevrolet,236,44,198,Gasoline,Automatic,Front-wheel drive,6,25,35,138,125
Chevrolet,236,44,198,Gasoline,Manual,Front-wheel drive,5,26,35,138,125
Chevrolet,236,44,198,Gasoline,Automatic,Front-wheel drive,6,25,35,138,125
Chevrolet,236,44,198,Gasoline,Manual,Front-wheel drive,5,26,35,138,125
Chevrolet,236,44,198,Gasoline,Automatic,Front-wheel drive,6,25,35,138,125
Chevrolet,236,198,198,Gasoline,Manual,Front-wheel drive,5,26,35,138,125
Chevrolet,236,198,198,Gasoline,Automatic,Front-wheel drive,6,25,35,138,125
Chevrolet,236,198,198,Gasoline,Manual,Front-wheel drive,5,26,35,138,125
Chevrolet,236,198,198,Gasoline,Manual,Front-wheel drive,6,29,40,138,148
Chevrolet,236,198,198,Gasoline,Automatic,Front-wheel drive,6,25,35,138,125
Chevrolet,236,198,198,Gasoline,Manual,Front-wheel drive,5,26,35,138,125
Chevrolet,236,198,198,Gasoline,Manual,Front-wheel drive,6,29,40,138,148
Chevrolet,236,198,198,Gasoline,Automatic,Front-wheel drive,6,25,35,138,125
Chevrolet,57,87,199,Gasoline,Automatic,Front-wheel drive,6,17,24,281,266
Chevrolet,57,87,199,Gasoline,Automatic,All-wheel drive,6,16,23,281,266
Chevrolet,57,87,199,Gasoline,Automatic,Front-wheel drive,6,17,24,281,266
Chevrolet,57,87,199,Gasoline,Automatic,All-wheel drive,6,16,23,281,266
Chevrolet,57,87,199,Gasoline,Automatic,Front-wheel drive,6,17,24,281,266
Chevrolet,57,87,199,Gasoline,Automatic,All-wheel drive,6,16,23,281,266
Chevrolet,57,87,199,Gasoline,Automatic,Front-wheel drive,6,17,24,288,270
Chevrolet,57,87,199,Gasoline,Automatic,All-wheel drive,6,16,23,288,270
Chevrolet,112,22,181,Gasoline,Automatic,Rear-wheel drive,4,18,25,185,190
Chevrolet,112,22,181,Gasoline,Automatic,Rear-wheel drive,4,17,23,242,242
Chevrolet,112,22,181,Gasoline,Automatic,Rear-wheel drive,4,18,25,185,190
Chevrolet,112,22,181,Gasoline,Automatic,Rear-wheel drive,4,17,23,242,242
Chevrolet,181,22,206,Gasoline,Manual,All-wheel drive,5,18,24,185,190
Chevrolet,181,22,206,Gasoline,Automatic,All-wheel drive,4,17,23,185,190
Chevrolet,181,22,206,Gasoline,Automatic,All-wheel drive,4,17,23,242,242
Chevrolet,181,22,206,Gasoline,Automatic,All-wheel drive,4,17,23,185,190
Chevrolet,181,22,206,Gasoline,Automatic,All-wheel drive,4,17,23,242,242
Chevrolet,120,140,181,Gasoline,Automatic,Rear-wheel drive,4,17,23,242,242
Chevrolet,120,140,181,Gasoline,Automatic,Rear-wheel drive,4,17,23,242,242
Chevrolet,120,140,181,Gasoline,Automatic,Rear-wheel drive,4,14,20,300,320
Chevrolet,120,140,181,Gasoline,Automatic,Rear-wheel drive,4,14,20,300,320
Chevrolet,188,140,206,Gasoline,Automatic,All-wheel drive,4,16,21,242,242
Chevrolet,188,140,206,Gasoline,Automatic,All-wheel drive,4,16,21,242,242
Chevrolet,188,140,206,Gasoline,Automatic,All-wheel drive,4,14,19,300,320
Chevrolet,112,140,181,Gasoline,Automatic,Rear-wheel drive,4,18,25,185,190
Chevrolet,112,140,181,Gasoline,Automatic,Rear-wheel drive,4,17,23,242,242
Chevrolet,112,140,181,Gasoline,Automatic,Rear-wheel drive,4,18,25,185,190
Chevrolet,112,140,181,Gasoline,Automatic,Rear-wheel drive,4,17,23,242,242
Chevrolet,112,140,181,Gasoline,Automatic,Rear-wheel drive,4,17,23,242,242
Chevrolet,112,140,181,Gasoline,Automatic,Rear-wheel drive,4,14,20,300,320
Chevrolet,112,140,181,Gasoline,Automatic,Rear-wheel drive,4,14,20,300,320
Chevrolet,181,140,206,Gasoline,Manual,All-wheel drive,5,18,24,185,190
Chevrolet,181,140,206,Gasoline,Automatic,All-wheel drive,4,17,23,185,190
Chevrolet,181,140,206,Gasoline,Automatic,All-wheel drive,4,17,23,242,242
Chevrolet,181,140,206,Gasoline,Automatic,All-wheel drive,4,17,23,185,190
Chevrolet,181,140,206,Gasoline,Automatic,All-wheel drive,4,17,23,242,242
Chevrolet,181,140,206,Gasoline,Automatic,All-wheel drive,4,17,23,242,242
Chevrolet,181,140,206,Gasoline,Automatic,All-wheel drive,4,14,19,300,320
Ford,193,57,186,Gasoline,Manual,Front-wheel drive,5,29,38,120,112
Ford,193,57,186,Gasoline,Manual,Front-wheel drive,5,29,38,120,112
Ford,193,57,186,Gasoline,Manual,Front-wheel drive,5,29,38,120,112
Ford,193,226,186,Gasoline,Manual,Front-wheel drive,5,29,38,120,112
Ford,193,226,186,Gasoline,Manual,Front-wheel drive,5,29,38,120,112
Ford,185,181,31,Gasoline,Manual,Front-wheel drive,5,26,36,160,146
Ford,185,181,31,Gasoline,Manual,Front-wheel drive,5,26,36,160,146
Ford,162,233,41,Gasoline,Manual,Front-wheel drive,6,22,32,175,172
Ford,162,233,41,Gasoline,Automatic,Front-wheel drive,6,23,33,175,172
Ford,162,233,41,Gasoline,Automatic,Front-wheel drive,6,23,33,175,172
Ford,162,233,41,Gasoline,Automatic,Front-wheel drive,6,20,28,240,223
Ford,162,233,41,Gasoline,Automatic,Front-wheel drive,6,23,33,175,172
Ford,162,233,41,Gasoline,Automatic,Front-wheel drive,6,20,28,240,223
Ford,162,233,41,E85,Automatic,All-wheel drive,6,13,19,240,223
Ford,162,233,41,Gasoline,Automatic,Front-wheel drive,6,18,27,263,249
Ford,162,233,41,Gasoline,Automatic,All-wheel drive,6,17,25,263,249
Ford,137,169,85,Gasoline,Manual,Rear-wheel drive,6,19,29,305,280
Ford,137,169,85,Gasoline,Automatic,Rear-wheel drive,6,19,31,305,280
Ford,137,169,85,Gasoline,Manual,Rear-wheel drive,6,19,29,305,280
Ford,137,169,85,Gasoline,Automatic,Rear-wheel drive,6,19,31,305,280
Ford,137,169,85,Gasoline,Manual,Rear-wheel drive,6,17,26,412,390
Ford,137,169,85,Gasoline,Automatic,Rear-wheel drive,6,18,25,412,390
Ford,137,169,85,Gasoline,Manual,Rear-wheel drive,6,17,26,412,390
Ford,137,169,85,Gasoline,Automatic,Rear-wheel drive,6,18,25,412,390
Ford,119,169,85,Gasoline,Manual,Rear-wheel drive,6,17,26,444,380
Ford,137,169,85,Gasoline,Manual,Rear-wheel drive,6,19,30,305,280
Ford,137,169,85,Gasoline,Automatic,Rear-wheel drive,6,19,30,305,280
Ford,137,169,85,Gasoline,Manual,Rear-wheel drive,6,19,30,305,280
Ford,137,169,85,Gasoline,Automatic,Rear-wheel drive,6,19,30,305,280
Ford,137,169,85,Gasoline,Manual,Rear-wheel drive,6,19,30,412,390
Ford,137,169,85,Gasoline,Automatic,Rear-wheel drive,6,18,25,412,390
Ford,137,169,85,Gasoline,Manual,Rear-wheel drive,6,19,30,412,390
Ford,137,169,85,Gasoline,Automatic,Rear-wheel drive,6,18,25,412,390
Ford,127,172,85,Gasoline,Manual,Rear-wheel drive,6,15,23,550,510
Ford,119,172,85,Gasoline,Manual,Rear-wheel drive,6,15,23,550,510
Ford,5,33,143,Gasoline,Automatic,Front-wheel drive,6,18,28,263,249
Ford,5,33,143,Gasoline,Automatic,Front-wheel drive,6,18,27,263,249
Ford,5,33,143,Gasoline,Automatic,All-wheel drive,6,17,26,263,249
Ford,5,33,143,Gasoline,Automatic,Front-wheel drive,6,18,27,263,249
Ford,5,33,143,Gasoline,Automatic,All-wheel drive,6,17,26,263,249
Ford,165,70,138,Gasoline,Automatic,Front-wheel drive,6,19,27,285,253
Ford,165,70,138,Gasoline,Automatic,Front-wheel drive,6,19,27,285,253
Ford,165,70,138,Gasoline,Automatic,All-wheel drive,6,18,25,285,253
Ford,165,70,138,Gasoline,Automatic,Front-wheel drive,6,19,27,285,253
Ford,165,70,138,Gasoline,Automatic,All-wheel drive,6,18,25,285,253
Ford,165,70,138,Gasoline,Automatic,Front-wheel drive,6,19,26,305,280
Ford,165,70,138,Gasoline,Automatic,All-wheel drive,6,17,23,305,280
Ford,165,70,138,Gasoline,Automatic,Front-wheel drive,6,21,30,240,270
Ford,165,70,138,Gasoline,Automatic,Front-wheel drive,6,21,30,240,270
Ford,165,70,138,Gasoline,Automatic,Front-wheel drive,6,21,30,240,270
Ford,191,5,135,Gasoline,Automatic,Front-wheel drive,6,17,24,262,248
Ford,191,5,135,Gasoline,Automatic,Front-wheel drive,6,17,24,262,248
Ford,191,5,135,Gasoline,Automatic,All-wheel drive,6,16,23,262,248
Ford,191,5,135,Gasoline,Automatic,Front-wheel drive,6,17,24,262,248
Ford,191,5,135,Gasoline,Automatic,All-wheel drive,6,16,23,262,248
Ford,191,5,135,Gasoline,Automatic,All-wheel drive,6,16,22,355,350
Ford,191,5,135,Gasoline,Automatic,Front-wheel drive,6,17,24,262,248
Ford,191,5,135,Gasoline,Automatic,All-wheel drive,6,16,23,262,248
Ford,191,5,135,Gasoline,Automatic,All-wheel drive,6,16,22,355,350
Ford,188,85,13,Gasoline,Manual,Front-wheel drive,5,23,28,171,171
Ford,188,85,13,Gasoline,Automatic,Front-wheel drive,6,21,28,171,171
Ford,186,85,13,Gasoline,Automatic,All-wheel drive,6,20,27,171,171
Ford,188,85,13,Gasoline,Automatic,Front-wheel drive,6,21,28,171,171
Ford,188,85,13,E85,Automatic,Front-wheel drive,6,14,19,240,223
Ford,186,85,13,Gasoline,Automatic,All-wheel drive,6,20,27,171,171
Ford,186,85,13,E85,Automatic,All-wheel drive,6,13,17,240,223
Ford,188,85,13,Gasoline,Automatic,Front-wheel drive,6,21,28,171,171
Ford,188,85,13,E85,Automatic,Front-wheel drive,6,14,19,240,223
Ford,186,85,13,Gasoline,Automatic,All-wheel drive,6,20,27,171,171
Ford,186,85,13,E85,Automatic,All-wheel drive,6,13,17,240,223
Ford,252,142,212,Gasoline,Automatic,Front-wheel drive,6,18,25,290,255
Ford,252,142,212,Gasoline,Automatic,Front-wheel drive,6,20,28,240,270
Ford,252,142,212,Gasoline,Automatic,All-wheel drive,6,17,23,290,255
Ford,252,142,212,Gasoline,Automatic,Front-wheel drive,6,18,25,290,255
Ford,252,142,212,Gasoline,Automatic,Front-wheel drive,6,20,28,240,270
Ford,252,142,212,Gasoline,Automatic,All-wheel drive,6,17,23,290,255
Ford,252,142,212,Gasoline,Automatic,Front-wheel drive,6,18,25,290,255
Ford,252,142,212,Gasoline,Automatic,Front-wheel drive,6,20,28,240,270
Ford,252,142,212,Gasoline,Automatic,All-wheel drive,6,17,23,290,255
Ford,222,235,3,Gasoline,Automatic,Front-wheel drive,4,21,27,136,128
Ford,222,235,3,Gasoline,Automatic,Front-wheel drive,4,21,27,136,128
Ford,222,235,3,Gasoline,Automatic,Front-wheel drive,4,22,27,136,128
Ford,222,235,3,Gasoline,Automatic,Front-wheel drive,4,22,27,136,128
Ford,37,128,224,Gasoline,Automatic,Rear-wheel drive,4,13,16,225,286
Ford,37,128,224,Gasoline,Automatic,Rear-wheel drive,4,12,16,255,350
Ford,37,128,224,E85,Automatic,Rear-wheel drive,4,9,12,225,286
Ford,37,128,224,Gasoline,Automatic,Rear-wheel drive,4,12,16,255,350
Ford,37,128,224,E85,Automatic,Rear-wheel drive,4,9,12,225,286
Ford,37,128,224,E85,Automatic,Rear-wheel drive,4,9,12,255,350
Ford,62,128,224,E85,Automatic,Rear-wheel drive,4,9,11,255,350
Ford,62,128,224,Gasoline,Automatic,Rear-wheel drive,5,10,13,305,420
Ford,42,124,224,Gasoline,Automatic,Rear-wheel drive,4,11,15,255,350
Ford,42,124,224,Gasoline,Automatic,Rear-wheel drive,5,10,13,305,420
Ford,62,128,224,Gasoline,Automatic,Rear-wheel drive,4,11,15,255,350
Ford,62,128,224,Gasoline,Automatic,Rear-wheel drive,5,10,13,305,420
Ford,42,124,224,Gasoline,Automatic,Rear-wheel drive,4,11,15,255,350
Ford,42,124,224,Gasoline,Automatic,Rear-wheel drive,5,10,13,305,420
Ford,44,128,224,Gasoline,Automatic,Rear-wheel drive,4,13,17,225,286
Ford,44,128,224,E85,Automatic,Rear-wheel drive,4,9,12,255,350
Ford,50,116,224,E85,Automatic,Rear-wheel drive,4,9,12,225,286
Ford,50,116,224,Gasoline,Automatic,Rear-wheel drive,4,12,16,255,350
Ford,44,128,224,Gasoline,Automatic,Rear-wheel drive,4,13,17,225,286
Ford,44,128,224,E85,Automatic,Rear-wheel drive,4,9,12,255,350
Ford,105,128,224,Gasoline,Automatic,Rear-wheel drive,4,13,17,225,286
Ford,105,128,224,Gasoline,Automatic,Rear-wheel drive,4,12,16,255,350
Ford,111,116,224,Gasoline,Automatic,Rear-wheel drive,4,13,17,225,286
Ford,111,116,224,Gasoline,Automatic,Rear-wheel drive,4,12,16,255,350
Ford,105,128,224,E85,Automatic,Rear-wheel drive,4,9,12,225,286
Ford,105,128,224,Gasoline,Automatic,Rear-wheel drive,4,12,16,255,350
Ford,111,116,224,E85,Automatic,Rear-wheel drive,4,9,12,225,286
Ford,111,116,224,Gasoline,Automatic,Rear-wheel drive,4,12,16,255,350
Ford,77,128,224,Gasoline,Automatic,Rear-wheel drive,4,12,16,255,350
Ford,77,128,224,Gasoline,Automatic,Rear-wheel drive,5,10,14,305,420
Ford,75,116,224,E85,Automatic,Rear-wheel drive,4,9,12,255,350
Ford,75,116,224,Gasoline,Automatic,Rear-wheel drive,5,10,14,305,420
Ford,77,128,224,Gasoline,Automatic,Rear-wheel drive,4,12,16,255,350
Ford,77,128,224,Gasoline,Automatic,Rear-wheel drive,5,10,14,305,420
Ford,75,116,224,Gasoline,Automatic,Rear-wheel drive,4,12,16,255,350
Ford,75,116,224,Gasoline,Automatic,Rear-wheel drive,5,10,14,305,420
Ford,185,6,31,Gasoline,Manual,Front-wheel drive,5,26,36,160,146
Ford,185,6,31,Gasoline,Automatic,Front-wheel drive,6,28,38,160,146
Ford,185,6,31,Gasoline,Automatic,Front-wheel drive,6,27,37,160,146
Ford,185,6,31,Gasoline,Automatic,Front-wheel drive,6,27,37,160,146
Ford,168,125,209,E85,Automatic,Rear-wheel drive,6,10,14,310,365
Ford,168,125,209,Gasoline,Automatic,Rear-wheel drive,6,14,20,310,365
Ford,168,125,209,Gasoline,Automatic,Rear-wheel drive,6,14,20,310,365
Ford,168,125,209,E85,Automatic,Rear-wheel drive,6,10,14,310,365
Ford,181,245,209,Gasoline,Automatic,Rear-wheel drive,6,14,20,310,365
Ford,181,245,209,E85,Automatic,Rear-wheel drive,6,10,14,310,365
Ford,181,245,209,E85,Automatic,Rear-wheel drive,6,10,14,310,365
Ford,181,245,209,E85,Automatic,Rear-wheel drive,6,10,14,310,365
Ford,168,125,209,E85,Automatic,All-wheel drive,6,9,13,310,365
Ford,168,125,209,Gasoline,Automatic,All-wheel drive,6,13,18,310,365
Ford,168,125,209,E85,Automatic,All-wheel drive,6,9,13,310,365
Ford,168,125,209,Gasoline,Automatic,All-wheel drive,6,13,18,310,365
Ford,196,245,209,E85,Automatic,All-wheel drive,6,9,13,310,365
Ford,196,245,209,E85,Automatic,All-wheel drive,6,9,13,310,365
Ford,196,245,209,E85,Automatic,All-wheel drive,6,9,13,310,365
Ford,196,245,209,Gasoline,Automatic,All-wheel drive,6,13,18,310,365
Honda,195,86,54,Gasoline,Manual,Front-wheel drive,5,23,34,177,161
Honda,195,86,54,Gasoline,Automatic,Front-wheel drive,5,23,34,177,161
Honda,195,86,54,Gasoline,Automatic,Front-wheel drive,5,23,34,177,161
Honda,195,86,54,Gasoline,Automatic,Front-wheel drive,5,23,34,177,161
Honda,195,86,54,Gasoline,Manual,Front-wheel drive,5,23,34,190,162
Honda,195,86,54,Gasoline,Automatic,Front-wheel drive,5,23,34,190,162
Honda,195,86,54,Gasoline,Automatic,Front-wheel drive,5,20,30,271,254
Honda,195,86,54,Gasoline,Automatic,Front-wheel drive,5,23,34,190,162
Honda,195,86,54,Gasoline,Automatic,Front-wheel drive,5,20,30,271,254
Honda,152,243,57,Gasoline,Manual,Front-wheel drive,5,23,32,190,162
Honda,152,243,57,Gasoline,Automatic,Front-wheel drive,5,22,33,190,162
Honda,152,243,57,Gasoline,Manual,Front-wheel drive,5,23,32,190,162
Honda,152,243,57,Gasoline,Automatic,Front-wheel drive,5,22,33,190,162
Honda,152,243,57,Gasoline,Automatic,Front-wheel drive,5,22,33,190,162
Honda,152,243,57,Gasoline,Manual,Front-wheel drive,6,17,26,271,251
Honda,152,243,57,Gasoline,Automatic,Front-wheel drive,5,19,29,271,254
Honda,155,151,216,Gasoline,Automatic,Front-wheel drive,5,28,39,140,128
Honda,155,151,216,Gasoline,Manual,Front-wheel drive,5,28,36,140,128
Honda,155,151,216,Gasoline,Manual,Front-wheel drive,5,28,36,140,128
Honda,155,151,216,Gasoline,Automatic,Front-wheel drive,5,28,39,140,128
Honda,155,151,216,Gasoline,Automatic,Front-wheel drive,5,28,39,140,128
Honda,155,151,216,Gasoline,Automatic,Front-wheel drive,5,28,39,140,128
Honda,155,151,216,Gasoline,Manual,Front-wheel drive,6,22,31,201,170
Honda,155,151,216,Gasoline,Automatic,Front-wheel drive,5,29,41,140,128
Honda,117,105,216,Gasoline,Manual,Front-wheel drive,5,28,36,140,128
Honda,117,105,216,Gasoline,Automatic,Front-wheel drive,5,28,39,140,128
Honda,117,105,216,Gasoline,Manual,Front-wheel drive,5,28,36,140,128
Honda,117,105,216,Gasoline,Automatic,Front-wheel drive,5,28,39,140,128
Honda,117,105,216,Gasoline,Manual,Front-wheel drive,5,28,36,140,128
Honda,117,105,216,Gasoline,Automatic,Front-wheel drive,5,28,39,140,128
Honda,117,105,216,Gasoline,Automatic,Front-wheel drive,5,28,39,140,128
Honda,117,120,216,Gasoline,Manual,Front-wheel drive,6,22,31,201,170
Honda,132,134,105,Gasoline,Automatic,Front-wheel drive,5,18,27,271,254
Honda,132,134,105,Gasoline,Automatic,Front-wheel drive,5,18,27,271,254
Honda,132,134,105,Gasoline,Automatic,All-wheel drive,5,18,26,271,254
Honda,114,239,203,Gasoline,Manual,Front-wheel drive,6,31,37,122,128
Honda,114,239,203,Gasoline,Manual,Front-wheel drive,6,31,37,122,128
Honda,244,8,158,Gasoline,Manual,Front-wheel drive,5,27,33,117,106
Honda,244,8,158,Gasoline,Manual,Front-wheel drive,5,27,33,117,106
Honda,244,8,158,Gasoline,Automatic,Front-wheel drive,5,28,35,117,106
Honda,244,8,158,Gasoline,Automatic,Front-wheel drive,5,27,33,117,106
Honda,201,33,219,Gasoline,Automatic,Front-wheel drive,5,18,27,248,250
Honda,201,33,219,Gasoline,Automatic,Front-wheel drive,5,18,27,248,250
Honda,201,33,219,Gasoline,Automatic,Front-wheel drive,6,19,28,248,250
Honda,201,33,219,Gasoline,Automatic,Front-wheel drive,5,18,27,248,250
Honda,201,33,219,Gasoline,Automatic,Front-wheel drive,6,19,28,248,250
Honda,3,253,201,Gasoline,Automatic,Front-wheel drive,5,18,25,250,253
Honda,3,253,201,Gasoline,Automatic,All-wheel drive,5,17,24,250,253
Honda,3,253,201,Gasoline,Automatic,Front-wheel drive,5,18,25,250,253
Honda,3,253,201,Gasoline,Automatic,All-wheel drive,5,17,24,250,253
Honda,13,253,201,Gasoline,Automatic,Front-wheel drive,5,18,25,250,253
